NMR_file,2-Piperidinone,3-Phenylpropionate,4-Hydroxyphenylacetate,4-Aminobenzoate,5-Aminopentanoate,Acetate,Alanine,Benzoate,Butyrate,Desaminotyrosine,Dimethylamine,Ethanol,Formate,Fumarate,Glutamate,Glycine,Glycolate,Histidine,Hypoxanthine,Indole,Isobutyrate,Isoleucine,Isovalerate,Aspartate,Lactate,Leucine,Malonate,Methanol,Methionine,Methylamine,Nicotinate,Phenylacetate,Phenylalanine,Propionate,Propanol,Pyroglutamate,Succinate,Tartrate,Threonine,Thymine,Trimethylamine,Tyrosine,Uracil,Valerate,Valine,p-Cresol,Beta-Alanine
SR_2020-10-06-B-64_ex70_p1.cnx,0,0.2781,0.0099,0.0621,0.0417,57.1248,0.0626,0.0101,8.7787,0.0291,0,13.2222,0.0493,0.0016,0.0348,0.0202,0.2477,0,0,0.0318,1.3718,0,0.8894,0,0,0.0912,0.0091,1.2932,0.0037,0.079,0,0.0318,0.0072,26.6766,1.5746,0.0542,0.0035,0.0412,0,0,0.5769,0.0055,0.0102,2.4605,0.0049,0,0.0032
SR_2020-10-06-B-64_ex80_p1.cnx,0.0123,0.2746,0.0083,0.0615,0.0514,62.7225,0.0512,0.0099,8.7252,0.0282,0,14.9643,0.017,0.0015,0.0546,0.0256,0.2564,0,0,0.0251,1.3742,0,0.8854,0,0,0.0818,0.0092,1.3746,0.0026,0.0711,0,0.0335,0.006,28.1057,2.9048,0.0557,7.00E-04,0.0392,0,0,0.6044,0.007,0.0119,2.2592,0.0092,0,0.0055
SR_2020-10-06-B-64_ex90_p1.cnx,0.0124,0.24,0.0097,0.0613,0.05,62.0119,0.0549,0.0103,8.6018,0.0272,0,14.7684,0.018,8.00E-04,0.0424,0.0281,0.247,0,0,0.0172,1.2769,0,0.8357,0,0,0.076,0.0129,1.3377,0.0023,0.0651,0,0.0374,0.0065,27.5048,2.7638,0.0439,7.00E-04,0.037,0,0,0.5893,0.0055,0.008,2.5238,0.0077,0,0.0043
SR_2020-10-06-B-64_ex100_p1.cnx,0.0114,0.2563,0.0099,0.0593,0.054,58.548,0.0532,0.0119,8.4243,0.0244,0,14.4312,0.0156,1.00E-04,0.0583,0.0282,0.2507,0,0,0.0249,1.2884,0,0.8554,0,0,0.0725,0.0111,1.3208,0.0028,0.0694,0,0.036,0.0085,26.3144,2.8284,0.0384,0.0019,0.0388,0,0,0.5745,0.0066,0.0125,2.4463,0.0072,0,0.004
SR_2020-10-06-B-64_ex111_p1.cnx,0,0.2435,0.0053,0.0585,0.0639,89.0931,0.2737,0.0097,10.0352,0.0152,0,20.931,0.0103,1.00E-04,0.0341,0.045,0.1983,0.0074,0.0098,0.013,1.2985,0.0552,0.8703,0,0,0.17,0.1729,1.5969,0.0168,0.0341,0,0.0425,0.0416,37.4842,7.6462,0.0297,0.0014,0.0471,0.023,0.0414,0.862,0.0419,0.2367,2.6175,0.0548,0,0.0145
SR_2020-10-06-B-64_ex120_p1.cnx,0,0.2486,0.0066,0.0611,0.0477,90.4793,0.2725,0.0104,10.1864,0.0163,0,21.6583,0.0077,1.00E-04,0.0393,0.0379,0.1821,0.0092,0.0085,0.0094,1.3167,0.0604,0.896,0,0,0.1875,0.1748,1.6164,0.0015,0.0257,0,0.0338,0.0409,40.0267,7.8886,0.0294,0.0011,0.0453,0.0127,0.0373,0.8725,0.0447,0.225,2.4394,0.075,0,0.0166
SR_2020-10-06-B-64_ex130_p1.cnx,0,0.2346,0.0063,0.0584,0.0557,86.9649,0.2286,0.0106,9.9126,0.018,0,20.8132,0.0073,1.00E-04,0.0184,0.0348,0.1824,0,0.0115,0.0059,1.2503,0.0496,0.8467,0,0,0.1553,0.1682,1.5834,0.0038,0.0278,0,0.0425,0.0306,39.483,7.667,0.0479,0.0017,0.0419,0.0152,0.0373,0.8394,0.0322,0.1949,2.5567,0.0512,0,0.0138
SR_20201204_ex1_p1.cnx,0.01,0,0.0321,0.0296,0.041,64.0899,0.0391,0.096,9.5974,6.00E-04,0,6.872,0.0186,7.00E-04,0.0549,0.0099,0.2057,0,0,0.0193,0.9376,0,0.701,0,0,0,0.0084,0.0262,0.0044,0.0478,0,0.1884,0,17.4465,2.4847,0,0.0021,0,0,0,0.3894,0.0046,0.0155,3.2494,0,0.0181,0.004
SR_20201204_ex2_p1.cnx,0.01,0,0.0237,0.0299,0.0384,62.7706,0.045,0.0948,9.2553,0.0011,0,6.9704,0.0214,7.00E-04,0.058,0.0105,0.2087,0,0,0.0108,0.9727,0,0.6991,0,0,0,0.0088,0.0253,0.003,0.0469,0,0.1766,0,17.0953,2.4162,0,0.0013,0,0,0.0064,0.3922,0.0031,0.0204,3.2532,0,0.0155,0.0049
SR_20201204_ex3_p1.cnx,0.0097,0,0.0182,0.0311,0.0442,70.8127,0.0435,0.0961,9.9878,9.00E-04,0,7.2938,0.0109,7.00E-04,0.075,0.0141,0.2174,0,0,0,1.0275,0,0.7105,0,0,0,0.0091,0.0256,0,0.0457,0,0.1736,0,18.8256,2.4281,0,0.0024,0,0,0,0.4146,0.0035,0.0223,3.4278,0,0.0136,0.005
SR_20201204_ex4_p1.cnx,0.0037,0,0.0293,0.0306,0.0459,65.4465,0.1096,0.0977,9.7733,0.0012,0,8.4419,0.0128,1.00E-04,0.0396,0.0152,0.1947,0,0,0.027,1.0209,0,0.6481,0,0.0015,0,0.0108,0.05,0,0.0308,0,0.1781,0,18.9241,2.9101,0,0.0012,0,0,0.0286,0.3644,0.0019,0.04,3.2101,0,0.0142,0.0044
SR_20201204_ex5_p1.cnx,0.0032,0,0.0254,0.0275,0.0475,63.5529,0.0998,0.1002,9.3266,0.0011,0,8.3876,0.014,1.00E-04,0.035,0.0154,0.1901,0,0,0.0223,0.9835,0,0.6485,0,0.0033,0,0.0116,0.0431,0,0.0307,0,0.1669,0,18.4796,2.9613,0,8.00E-04,0,0,0.0246,0.3628,0.0035,0.0506,3.2861,0,0.0134,0.004
SR_20201204_ex6_p1.cnx,0.0036,0,0.0261,0.0276,0.0527,66.4702,0.1036,0.1013,9.6573,0.0015,0,8.3674,0.0115,1.00E-04,0.056,0.0131,0.1957,0,0.0048,0.0245,1.0214,0,0.6784,0,0.003,0,0.0106,0.0431,0,0.0402,0,0.1627,0,18.7699,2.9709,0,0.0019,0,0,0.0234,0.3728,0.0034,0.0525,3.1423,0,0.0131,0.0035
SR_20201204_ex7_p1.cnx,0,0,0.0234,0.0306,0.107,99.1984,0.3947,0.1274,13.7168,0,0,12.9837,0.0106,1.00E-04,0.2444,0.0155,0.2035,0.015,0.0077,0.0114,1.1395,0.0796,0.7116,0,0.0155,0.1443,0.1246,0.1793,0.0105,0.0217,0,0.1659,0.0404,27.9603,4.7082,0,0.0012,0.0079,0.0193,0.0239,1.0151,0.0398,0.243,3.5537,0.0838,0.0059,0.0117
SR_20201204_ex8_p1.cnx,0,0,0.0231,0.03,0.1032,102.7823,0.3831,0.138,13.8561,0,0,13.2739,0.0115,1.00E-04,0.2578,0.0152,0.1878,0.0091,0.0092,0,1.1495,0.0639,0.7722,0,0.0166,0.1491,0.1368,0.1539,0.0075,0.0215,0,0.1642,0.0324,27.791,4.6716,0,0.0018,0.0087,0,0.0235,1.0597,0.0362,0.203,3.7511,0.0827,0.0068,0.0102
SR_20201204_ex9_p1.cnx,0,0,0.0223,0.025,0.0978,92.9713,0.3473,0.1157,12.3991,0,0,12.6714,0.0094,1.00E-04,0.2416,0.0176,0.1713,0.0067,0.01,0,1.038,0.049,0.6775,0,0.0109,0.1442,0.1293,0.1344,0,0.0217,0,0.1669,0.0259,23.6659,4.4824,0,0.0031,0.0076,0.0109,0.0189,0.9567,0.0283,0.1736,3.4123,0.0704,0.0202,0.0063
SR_20201209_ex1_p1.cnx,0.3022,0,0.0515,0.0293,0.5225,43.0964,0.0385,0.1304,8.6455,0.0025,0,10.7425,0.0332,0,0.055,0.0162,0.197,0,0.0074,0.0186,0.8495,0,0.5385,0.017,0,0,0.0243,1.1537,0.0035,0.0498,0,0.1322,0.0042,19.0724,0.9553,0,0.0021,0.006,0,0,0.3813,0.0039,0.0223,0.586,0,0,0.0035
SR_20201209_ex2_p1.cnx,0.3134,0,0.0459,0.0301,0.5459,46.3969,0.0474,0.1302,8.8454,0.0034,0,11.21,0.0437,0,0.0568,0.0177,0.2074,0,0.0087,0,0.8654,0,0.5565,0.0204,0,0,0.0256,1.2002,0.0039,0.0515,0,0.135,0.0056,20.2756,0.99,0.0261,0.0012,0.0072,0,0,0.3979,0.0025,0.0223,0.5813,0,0,0.0036
SR_20201209_ex3_p1.cnx,0.3041,0,0.0436,0.0293,0.5417,43.7726,0.0449,0.1281,8.5784,0.0022,0,11.3094,0.0421,0,0.0767,0.0159,0.2084,0,0.0084,0.0107,0.7996,0,0.4929,0.02,0,0,0.0223,1.2027,0.0052,0.0551,0,0.1383,0.0053,19.4309,0.9996,0.0218,0.0033,0.0072,0,0,0.3894,0.0048,0.0248,0.583,0,0,0.0023
SR_20201209_ex4_p1.cnx,0.2885,0,0.0426,0.0331,0.5332,50.6424,0.0527,0.129,10.2255,0.0028,0,12.5021,0.0226,0,0.0484,0.0152,0.2211,0,0.0079,0.0084,0.9512,0,0.5764,0.0171,0,0,0.0125,1.2455,0.0064,0.0437,0,0.1261,0.0084,24.1948,2.1403,0.0223,0.0035,0.0082,0,0,0.3896,0.0059,0.0298,0.557,0,0,0.0031
SR_20201209_ex5_p1.cnx,0.2814,0,0.039,0.0319,0.5243,50.7129,0.0497,0.1319,10.0908,0.0018,0,12.5063,0.0166,0,0.0536,0.0138,0.2204,0,0.0086,0,0.9329,0,0.5479,0.0152,0,0,0.0131,1.2594,0.006,0.0406,0,0.1138,0.0073,24.2711,2.1271,0.0229,0.003,0.0069,0,0,0.3874,0.0057,0.0195,0.5448,0,0,0.003
SR_20201209_ex6_p1.cnx,0.288,0,0.0326,0.0288,0.5282,44.8173,0.0473,0.1246,9.0519,0.0026,0,12.2913,0.0251,0,0.0725,0.0145,0.2136,0,0.0079,0.0126,0.8032,0,0.5022,0.0172,0,0,0.0112,1.2336,0.0057,0.0398,0,0.1026,0.0058,20.3679,2.0026,0.0248,0.0031,0.0059,0,0,0.3788,0.0037,0.0266,0.5819,0,0,0.0032
SR_20201216_ex1_p1.cnx,0.2307,0,0.0045,0.0308,0.6606,59.8091,0.0443,0.0927,14.4827,0.0044,0.0038,4.0058,0.0174,0,0.0219,0.0206,0.1308,0,0.0055,0.0362,1.1345,0,0.6814,0,0,0.0999,0.0152,0.1659,0,0.0162,0,0.2111,0,21.0542,2.1559,0.0428,0.0042,0.0267,0,0.0159,0.4086,0.0037,0.0231,0.8074,0,0.0483,0.0039
SR_20201216_ex2_p1.cnx,0.2312,0,0.0044,0.0292,0.6604,60.1661,0.0484,0.096,14.1067,0.0034,0.0044,4.3053,0.0151,0,0.0216,0.0213,0.1417,0,0.0047,0.0459,1.1271,0,0.6724,0,0,0.1097,0.0132,0.1725,0,0.0172,0,0.2022,0,21.3417,2.1879,0.0382,0.0042,0.0293,0,0.0131,0.4047,0.0052,0.021,0.9648,0,0.0499,0
SR_20201216_ex3_p1.cnx,0.2238,0,0.0039,0.0293,0.6518,60.5737,0.0448,0.0975,14.1192,0.0037,0.0045,4.3193,0.0201,0,0.0118,0.0229,0.1406,0,0.0059,0.0467,1.1284,0,0.6606,0,0,0.099,0.0112,0.1685,0,0.0181,0,0.1988,0,21.4681,2.1438,0.0402,0.0035,0.0274,0,0.0112,0.3917,0.0036,0.0207,0.9223,0,0.0446,0
SR_20201216_ex4_p1.cnx,0.2755,0,0.0042,0.0364,0.6864,50.6274,0.0431,0.0917,13.1503,0.0038,0.0114,3.1263,0.0232,0,0.0163,0.0174,0.173,0,0.0066,0.0388,0.8972,0,0.6783,0,0,0.0633,0.0114,0.1252,0,0.0284,0.0069,0.2378,0,17.6101,1.7249,0.0504,0.0013,0.0265,0,0.0067,0.4073,0.0042,0.0145,0.8724,0,0.0476,0.0051
SR_20201216_ex5_p1.cnx,0.2753,0,0.004,0.0312,0.6847,54.9135,0.0388,0.0852,13.5832,0.0037,0.0122,3.3146,0.0188,0,0.0245,0.0215,0.1748,0,0.0065,0.0455,1.0629,0,0.6797,0,0,0.09,0.0101,0.1344,0,0.0264,0.0038,0.2166,0,19.818,1.6816,0.0461,0.0012,0.0266,0,0.0056,0.4082,0.0033,0.019,0.8454,0,0.0518,0.0056
SR_20201216_ex6_p1.cnx,0.2705,0,0.0045,0.0375,0.7059,54.96,0.0416,0.0931,13.3385,0.0037,0.0153,3.3734,0.0149,0,0.039,0.0195,0.1793,0,0.0085,0.0336,1.0461,0,0.675,0,0,0.0746,0.0097,0.1384,0,0.0231,0.0058,0.2173,0,19.7599,1.6535,0.0467,0.0014,0.0282,0,0.0067,0.4072,0.0019,0.0181,0.9141,0,0.0563,0.0054
SR_20201216_ex7_p1.cnx,0.2091,0,0.0168,0.0268,0.6289,76.8617,0.1318,0.1075,13.0242,0.0023,0.0143,10.0788,0.031,0,0.0154,0.0269,0.0565,0,0.0131,0.0278,0.9576,0.0302,0.6164,0,0.175,0.1418,0.0345,0.2441,0.0206,0.0107,0.0164,0.1968,0.0227,21.9918,4.2417,0,1.769,0.0333,0.0115,0.0149,0.6428,0.0252,0.1813,0.8565,0.0351,0.0108,0.0102
SR_20201216_ex8_p1.cnx,0.2013,0,0.016,0.0273,0.6507,78.9596,0.1377,0.1047,13.275,0.0042,0.013,10.196,0.0204,0,0.0202,0.0266,0.0575,0,0.0184,0.0309,0.9807,0.036,0.6042,0,0.1132,0.1344,0.0344,0.2378,0.0224,0.0114,0.0149,0.201,0.0235,22.7367,4.2481,0,1.7445,0.0305,0.0155,0.0147,0.6943,0.0272,0.1948,0.8402,0.0381,0.0151,0.0107
SR_20201216_ex29_p1.cnx,0.0735,0,0.021,0.0346,0.4932,56.7364,0.0317,0,23.5217,0.0012,0.053,15.6069,0.0213,0,1.6867,0.0274,0.2122,0,0,0,0.795,0,0.3832,0,0.0196,0,0.0109,0.1334,0.0087,0.0364,0.055,0.0304,0.0074,3.2808,1.1831,0.4922,0.319,0.0443,0,0.0128,0.2799,0.0061,0.2995,0.1659,0.0063,0,0.1563
SR_20201216_ex30_p1.cnx,0.0733,0,0.0195,0.0318,0.4717,58.5563,0.0284,0,24.2696,0.0025,0.0639,15.7158,0.0188,0,1.6642,0.0294,0.2172,0,0.0057,0,0.8082,0,0.3949,0,0.0223,0,0.0098,0.1264,0.0054,0.0322,0.0563,0.021,0.0058,3.6001,1.1471,0.4516,0.3202,0.037,0,0.0102,0.273,0.0079,0.252,0.144,0.0061,0,0.1533
SR_20201216_ex31_p1.cnx,0.0779,0,0.0333,0.0341,0.563,49.5449,0.0165,0,21.667,0.0023,0.034,12.5171,0.0255,0,1.6519,0.0267,0.2134,0,0.0028,0,0.8465,0,0.4222,0,0.0163,0,0.0086,0.0824,0.0074,0.0507,0.0507,0.0401,0.007,2.1545,0.4789,0.4691,0.1781,0.0375,0,0.003,0.2618,0.0039,0.0513,0.1625,0,0,0.3422
SR_20201216_ex32_p1.cnx,0.0751,0,0.0285,0.0315,0.5281,50.2704,0.0208,0,20.981,0.0022,0.0418,12.1209,0.0223,0,1.5732,0.0244,0.2031,0,0,0,0.781,0,0.3864,0,0.0245,0,0.0091,0.0781,0.0075,0.0448,0.0467,0.0363,0.0079,2.1131,0.441,0.4399,0.1612,0.0347,0,0.0029,0.251,0.0011,0.051,0.1548,0,0,0.3191
SR_20201216_ex33_p1.cnx,0.0739,0,0.0283,0.0343,0.5234,46.4426,0.0171,0,20.2983,0.0021,0.0433,12.0606,0.024,0,1.5849,0.025,0.2068,0,0.0031,0,0.749,0,0.4049,0,0.0252,0,0.0107,0.0737,0.0067,0.0482,0.0528,0.0332,0.004,2.0028,0.4417,0.4143,0.1604,0.0358,0,0.0035,0.2524,0.0023,0.0582,0.1505,0,0,0.3152
SR_20201216_ex34_p1.cnx,0.0937,0,0.0215,0.0263,0.4549,73.7444,0.1622,0,30.1982,0.0015,0.0615,19.9846,0.0149,0,1.921,0.0197,0.1224,0.0131,0.0076,0,0.787,0,0.3836,0.0906,0.026,0,0.1341,0.1771,0.0256,0.0214,0.0519,0.0371,0.0247,4.4752,2.9862,0.4914,0.7584,0.0384,0.02,0.0127,0.4697,0.0327,0.3623,0.3118,0.0627,0,0.106
SR_20201216_ex1028_p1.cnx,0.0712,0.0067,0.0224,0.0307,0.4694,58.5228,0.0319,0,23.9765,0,0.0461,14.8189,0.0247,0,1.6549,0.0147,0.2076,0,0,0,0.8715,0,0.4172,0,0.0111,0,0.0134,0.1315,0,0.0291,0.0525,0.0278,0.0092,3.565,1.0603,0.5125,0.3985,0.0348,0,0.012,0.2724,0.0082,0.308,0.1476,0.0055,0,0.1613
SR_20201216_ex1035_p1.cnx,0.1502,0,0.013,0.0342,0.4835,94.9647,0.2259,0,39.2936,0,0.0813,27.8859,0.0162,0,2.326,0.042,0.2376,0.0135,0,0,1.0988,0,0.4709,0.1191,0.039,0,0.1746,0.3415,0.0229,0.0263,0.063,0.0243,0.0263,5.7709,3.6493,0.6317,1.0075,0.0434,0.0438,0.0067,0.593,0.0337,0.3499,0.2501,0.0943,0,0.1476
SR_20201216_ex1036_p1.cnx,0.1156,0,0.0125,0.0312,0.4897,94.7509,0.2148,0,38.9871,0.0027,0.0591,27.3537,0.0202,0,2.1663,0.0432,0.2321,0.0095,0,0,0.971,0,0.474,0.1049,0.0409,0,0.1501,0.3118,0.0285,0.0273,0.068,0.0292,0.0307,5.6965,3.7224,0.5837,0.9987,0.0364,0.0337,0.0102,0.6022,0.0369,0.3398,0.3296,0.0743,0,0.1448
SR_20210128_ex19_p1.cnx,0.371,0.2893,0.0186,0,0.6333,25.6648,0.0669,0.0194,18.3966,0.0392,0.0257,15.343,0.4572,0,0.103,0.0448,0.2504,0,0.0063,0.0209,1.4099,0.0104,1.3076,0.072,0,0.0895,0.0039,1.4264,0.0077,0.067,0,0,0,20.8402,3.1229,0,0.1285,0.0064,0,0,0.4456,0.0082,0.0335,0.7013,0.0111,0,0
SR_20210128_ex21_p1.cnx,0.3718,0.2946,0.017,0,0.6113,25.1523,0.067,0.0203,17.4643,0.0356,0.0205,15.6832,0.5364,0,0.1077,0.0453,0.2513,0,0.0062,0.0249,1.3333,0.0124,1.2514,0.071,0,0.0952,0.0031,1.4239,0.006,0.0656,0,0,0,21.0301,2.9673,0,0.1289,0.0077,0,0,0.3625,0.0066,0.0331,0.7065,0.0104,0,0
SR_20210128_ex22_p1.cnx,0.3785,0.2919,0.0124,0,0.6171,27.4137,0.0607,0.0217,19.3709,0.0365,0.0227,16.0895,0.934,0,0.1007,0.0431,0.2347,0,0.0057,0.0322,1.4242,0.0109,1.2596,0.0546,0,0.075,0.0039,1.3738,0.005,0.0675,0,0,0,20.8455,3.6626,0,0.1907,0.0077,0,0,0.4993,0.0071,0.0262,0.8395,0.0119,0,0
SR_20210128_ex23_p1.cnx,0.381,0.2817,0.0122,0,0.6543,26.3329,0.0616,0.0209,18.5312,0.0346,0.0241,15.6942,0.8373,0,0.1089,0.0479,0.2288,0,0.0044,0.0319,1.375,0.0106,1.1876,0.0443,0,0.1008,0.004,1.3457,0.0058,0.0646,0,0,0,22.0489,3.7212,0,0.1576,0.0081,0,0,0.45,0.0072,0.0265,0.837,0.0105,0,0
SR_20210128_ex24_p1.cnx,0.3731,0.2829,0.0134,0,0.6384,26.7767,0.052,0.0196,18.3282,0.0329,0.0226,15.7508,0.8581,0,0.1195,0.0435,0.2252,0,0.0043,0.0239,1.3684,0.0096,1.1861,0.055,0,0.0831,0.0037,1.3461,0.0069,0.0661,0,0,0,21.4799,3.6187,0,0.172,0.0049,0,0,0.4638,0.0062,0.0291,0.8663,0.0119,0,0
SR_20210128_ex25_p1.cnx,0.292,0.2686,0.0161,0,0.57,33.3879,0.4733,0.0362,22.4522,0.0238,0.0314,22.6579,2.1079,0,0.1445,0.049,0.2043,0.0098,0.0056,0.0619,1.3285,0.1051,1.1429,0,0,0.1574,0.1439,1.4803,0.0347,0.0344,0,0,0.0558,24.7678,5.4368,0,1.9965,0.0059,0.0411,0,1.2763,0.0592,0.0326,1.2708,0.101,0,0.0273
SR_20210128_ex26_p1.cnx,0.275,0.2599,0.0154,0,0.6303,34.0487,0.4325,0.041,22.5773,0.0225,0.0347,22.1558,2.0781,0,0.1079,0.0532,0.1996,0.0063,0.0055,0.0574,1.3374,0.0878,1.1033,0,0,0.1653,0.141,1.4578,0.0379,0.0375,0,0,0.0469,23.9958,5.1532,0,2.0482,0.0065,0.0402,0,1.2587,0.0559,0.0396,1.2435,0.0923,0,0.0286
SR_20210128_ex27_p1.cnx,0.2678,0.2358,0.0133,0,0.5753,33.4891,0.4429,0.045,21.3481,0.0235,0.0289,22.2431,2.3248,0,0.1056,0.0483,0.2018,0.0035,0.0055,0.0507,1.2968,0.0779,1.054,0,0,0.1684,0.1476,1.4654,0.0323,0.0355,0,0,0.0375,23.8206,5.3955,0,1.9678,0.0064,0.0233,0,1.2631,0.0492,0.0389,1.2178,0.0786,0,0.0266
SR_20210128_ex1020_p1.cnx,0.3983,0.2985,0.0162,0,0.6292,26.0523,0.0552,0.0222,18.0956,0.0379,0.0253,15.5262,0.5197,0.0014,0.1125,0,0.2515,0,0.006,0.0154,1.4336,0.0159,1.2105,0.0759,0,0.0871,0.0045,1.4184,0.0039,0.067,0,0,0,20.442,3.0352,0,0.1413,0.0059,0,0,0.4402,0.0075,0.028,0.8331,0.0127,0,0
20210125_ex28_p1.cnx,0.3383,0,0.0413,0,0.6207,64.7706,0.033,0.0112,8.2001,0.0051,0.006,8.7524,0.0227,0,0.0239,0,0.2263,0,0,0.0153,0.8242,0.0501,0.8761,0,0,0.1902,0.003,1.2688,0.008,0.0663,0,0.2986,0,29.2035,2.3347,0,0,0.0298,0,0,0.5293,0.0096,0.0078,0.4313,0.1522,0.0496,0
20210125_ex29_p1.cnx,0.3623,0,0.0386,0,0.6773,67.4152,0.039,0.0101,8.1212,0.0044,0.006,9.0117,0.0243,0,0.0355,0,0.2323,0,0,0.0113,0.8079,0.0614,0.8694,0,0,0.1844,0.0029,1.2964,0.0065,0.0719,0,0.3064,0,29.4665,2.3363,0,0,0.0302,0,0,0.5368,0.0081,0.0111,0.4563,0.1599,0.0426,0
20210125_ex30_p1.cnx,0.3483,0,0.0288,0,0.6364,61.5407,0.038,0.0104,7.5181,0.0046,0.0069,8.7519,0.0161,0,0.0297,0.0383,0.2171,0,0,0.0406,0.7324,0.0549,0.8064,0,0,0.1646,0.002,1.251,0.0062,0.0631,0,0.2721,0,28.7734,2.21,0,0,0.0285,0,0,0.4968,0.0066,0.0102,0.4321,0.1539,0.0497,0
20210125_ex31_p1.cnx,0.3285,0,0.0636,0,0.7989,63.1162,0.0611,0.0101,7.9875,0.0054,0.0066,10.8919,0.0242,0,0.0173,0.0287,0.2389,0,0,0.0221,0.6873,0.0703,0.8195,0,0,0.1952,0.0041,1.3296,0.0091,0.0623,0,0.2892,0.0121,30.4764,3.4149,0,0,0.0275,0,0,0.5556,0.0115,0.0085,0.4543,0.2011,0.0292,0
20210125_ex32_p1.cnx,0.3037,0,0.0528,0,0.7647,67.7866,0.0589,0.0096,8.196,0.0055,0.0045,10.6089,0.0222,0,0.0115,0.0323,0.2309,0,0,0.0325,0.7535,0.0628,0.7957,0,0,0.2019,0.0037,1.2961,0.0075,0.0595,0,0.271,0.0107,29.1304,3.2634,0,0,0.0282,0,0,0.546,0.009,0.0077,0.4518,0.2067,0.0298,0
20210125_ex33_p1.cnx,0.2928,0,0.0475,0,0.7489,63.4937,0.0562,0.0113,7.697,0.0055,0.005,10.9719,0.0178,0,0.0263,0.041,0.236,0,0,0.0315,0.6793,0.0682,0.7911,0,0,0.1962,0.0046,1.3197,0.0084,0.0596,0,0.2691,0.0115,29.8499,3.3998,0,0,0.0277,0,0,0.5409,0.0069,0.0066,0.4639,0.1954,0.0276,0
20210125_ex34_p1.cnx,0.2594,0,0.0317,0,0.5627,87.5243,0.1809,0.0175,9.0057,0,0.0265,15.8663,0.0073,0,0.2389,0.0415,0.1443,0.0183,0,0.0334,0.7237,0.162,0.7387,0,0,0.2232,0.1529,1.467,0.0082,0.0217,0,0.2218,0.0696,36.4033,6.367,0.0771,0,0.0334,0.0333,0.0297,0.9179,0.0704,0.3286,0.538,0.2388,0,0.0079
20210125_ex35_p1.cnx,0.2503,0,0.0342,0,0.5801,85.7614,0.1786,0.0172,8.2147,0,0.024,15.875,0.0091,0,0.2361,0.0374,0.1557,0.0136,0,0.0256,0.7195,0.1448,0.7282,0,0,0.1956,0.1502,1.4677,0.0092,0.0237,0,0.2355,0.061,35.5573,6.6358,0.1027,0,0.0312,0.0197,0.0219,0.9806,0.0571,0.2526,0.5045,0.227,0,0.0129
20210125_ex36_p1.cnx,0.2523,0,0.0342,0,0.5798,84.872,0.1733,0.0163,8.7797,0,0.0221,16.0019,0.0091,0,0.2138,0.0362,0.1661,0.0152,0.0029,0.0316,0.7029,0.147,0.7209,0,0,0.2145,0.1403,1.448,0.0083,0.0245,0,0.2285,0.0521,35.1463,7.4288,0.0954,0,0.0331,0.0178,0.0144,1.1289,0.0498,0.1079,0.5157,0.2199,0,0.0138
SR_2020-10-06-B-64_ex140_p1.cnx,0.0149,0.3007,0.0151,0.0625,0.0322,59.4818,0.0551,0.009,9.3591,0.0375,0,13.2313,0.0625,0.0014,0.0277,0.0256,0.251,0,0,0.0311,1.4507,0,0.9196,0,0,0.0979,0.0085,1.2816,0.0031,0.0797,0,0.021,0.0044,28.1076,1.6023,0.0481,0.0022,0.0429,0,0,0.6241,0.0079,0.0042,2.5451,0.0043,0,0.0053
SR_2020-10-06-B-64_ex150_p1.cnx,0,0.3178,0.0131,0.0637,0.0327,59.8756,0.055,0.0078,9.3519,0.0361,0,12.7331,0.0623,0.0018,0.0319,0.0285,0.2465,0,0,0.0315,1.5418,0,0.9289,0,0,0.1082,0.009,1.2045,0.0033,0.0783,0,0.0164,0.008,28.1505,1.4805,0.0489,0.0031,0.0336,0,0,0.6136,0.0054,0.01,2.5195,0.0052,0,0.0056
SR_2020-10-06-B-64_ex160_p1.cnx,0,0.3087,0.0138,0.0627,0.0387,59.7844,0.058,0.0101,9.59,0.0359,0,13.111,0.0653,0.0012,0.0174,0.0268,0.2586,0,0,0.0324,1.3728,0,0.9668,0,0,0.1004,0.0098,1.2465,0.0024,0.0802,0,0.0204,0.0081,28.6243,1.548,0.0571,0.0024,0.0439,0,0,0.6193,0.0051,0.0064,2.6968,0.007,0,0.0044
SR_2020-10-06-B-64_ex170_p1.cnx,0.0119,0.2866,0.0138,0.0608,0.0407,61.5846,0.0541,0.0115,8.8919,0.0342,0,14.7716,0.0336,1.00E-04,0.0401,0.0272,0.2601,0,0,0.0206,1.3685,0,0.9199,0,0,0.0915,0.0153,1.3344,0.0046,0.0733,0,0.0339,0.01,27.5751,2.8081,0.0542,0.0015,0.0408,0,0,0.6179,0.0057,0.0068,2.5162,0.0032,0,0.0054
SR_2020-10-06-B-64_ex180_p1.cnx,0.0121,0.2933,0.0125,0.0633,0.0411,63.1615,0.0516,0.0095,9.1395,0.0317,0,14.7818,0.0326,1.00E-04,0.0289,0.0316,0.2582,0,0,0.0266,1.4072,0,0.9227,0,0,0.0744,0.0156,1.3491,0.0027,0.0709,0,0.0184,0.0069,28.2965,2.7754,0.0521,0.001,0.0391,0,0,0.6255,0.006,0.0093,2.5331,0.0037,0,0.004
